stock_id,date,open_price,close_price,high,low,volume
1,2024-09-03 00:00:00-04:00,228.04808224732741,222.28077697753906,228.49709095305272,220.68428466242796,50190600
1,2024-09-04 00:00:00-04:00,221.17322424578342,220.36500549316406,221.29295584608857,217.0023958735564,43840200
1,2024-09-05 00:00:00-04:00,221.14327916881817,221.89163208007812,224.98481497811864,221.03352013282222,36615400
1,2024-09-06 00:00:00-04:00,223.4581991238727,220.3350830078125,224.74537478911404,219.28738577978086,48423000
1,2024-09-09 00:00:00-04:00,220.33506702469683,220.42486572265625,220.7840757397734,216.23409233980902,67180000
1,2024-09-10 00:00:00-04:00,218.4392435287618,219.6266326904297,220.99361925876318,216.25405039598212,51591000
1,2024-09-11 00:00:00-04:00,220.9736588702828,222.1710205078125,222.6000688776049,217.4114916314568,44587100
1,2024-09-12 00:00:00-04:00,222.01136566399225,222.28077697753906,223.059062794204,219.33725854525207,37498200
1,2024-09-13 00:00:00-04:00,223.08901316997165,222.01138305664062,223.5479944694599,221.42268236911949,36766600
1,2024-09-16 00:00:00-04:00,216.0644583037111,215.84495544433594,216.74297289953918,213.4502168549942,59357400
1,2024-09-17 00:00:00-04:00,215.27619443719672,216.31390380859375,216.42366284814068,214.02893954474482,45519300
1,2024-09-18 00:00:00-04:00,217.07224903728172,220.20535278320312,222.22092099435915,217.06226125375574,59894900
1,2024-09-19 00:00:00-04:00,224.49591687958383,228.3673858642578,229.31531179988679,224.1367068474718,66781300
1,2024-09-20 00:00:00-04:00,229.46496974860833,227.6988525390625,232.57811312113958,227.12012443578536,318679900
1,2024-09-23 00:00:00-04:00,226.8407407931877,225.97265625,228.94610768522742,225.31410200503296,54146000
1,2024-09-24 00:00:00-04:00,228.14786961487798,226.8706817626953,228.8463445678705,225.2342838755063,43556100
1,2024-09-25 00:00:00-04:00,224.43603888049125,225.8728790283203,226.79085685048213,223.52804884217394,42308700
1,2024-09-26 00:00:00-04:00,226.80083714120576,227.02035522460938,227.99819881641105,224.9149883158055,36636700
1,2024-09-27 00:00:00-04:00,227.9582911728241,227.2897491455078,229.01596089620384,226.80083496693393,34026000
1,2024-09-30 00:00:00-04:00,229.53482055042815,232.4883270263672,232.4883270263672,229.14567760776433,54541900
1,2024-10-01 00:00:00-04:00,229.01597026460064,225.71324157714844,229.14567442683443,223.24866456606327,63285000
1,2024-10-02 00:00:00-04:00,225.39393750024195,226.281982421875,226.8706831083472,222.5302449869956,32880600
1,2024-10-03 00:00:00-04:00,224.64557310138042,225.17440795898438,226.3119038145279,222.82957789090332,34044200
1,2024-10-04 00:00:00-04:00,227.39951613756347,226.30194091796875,227.49930262356304,223.63780617480538,37245100
1,2024-10-07 00:00:00-04:00,224.0069821228032,221.20315551757812,225.1943712346882,220.84394549402703,39505400
1,2024-10-08 00:00:00-04:00,223.80742742544692,225.27420043945312,225.4837307412941,222.75973024040246,31855700
1,2024-10-09 00:00:00-04:00,224.73538646570117,229.03591918945312,229.24546472466872,224.33627096325682,33591100
1,2024-10-10 00:00:00-04:00,227.27979028338342,228.53701782226562,228.99601435408132,226.67112924406288,28183500
1,2024-10-11 00:00:00-04:00,228.79644988971887,227.05029296875,228.9062089337624,226.84074743911052,31759200
1,2024-10-14 00:00:00-04:00,228.19775690140833,230.79205322265625,231.22110160659443,228.09798564307096,39882100
1,2024-10-15 00:00:00-04:00,233.0969778733182,233.33645629882812,236.9684620133565,231.85969551276995,64751400
1,2024-10-16 00:00:00-04:00,231.09139869260778,231.27099609375,231.61024577942743,229.33525401328018,34082200
1,2024-10-17 00:00:00-04:00,232.9173703418766,231.6401824951172,233.3364614020046,230.0137723986246,32993800
1,2024-10-18 00:00:00-04:00,235.66131853389138,234.48391723632812,235.66131853389138,233.4960858911256,46431500
1,2024-10-21 00:00:00-04:00,233.9351372634737,235.96067810058594,236.32987592195377,233.9351372634737,36254500
1,2024-10-22 00:00:00-04:00,233.376366009758,235.342041015625,235.70125104779564,232.08920560922664,38846600
1,2024-10-23 00:00:00-04:00,233.56595129753524,230.25323486328125,234.62362105235994,227.25982300232985,52287000
1,2024-10-24 00:00:00-04:00,229.47495899723685,230.0636749267578,230.3131259260407,227.90841463888628,31109500
1,2024-10-25 00:00:00-04:00,229.23547896644118,230.9018096923828,232.7078323586645,229.0658541264054,38802300
1,2024-10-28 00:00:00-04:00,232.80762499530724,232.88743591308594,234.21451699403664,232.03931169048735,36087100
1,2024-10-29 00:00:00-04:00,232.58810476348472,233.15684509277344,233.815399347975,231.8098189074392,35417200
1,2024-10-30 00:00:00-04:00,232.09916306464564,229.5946807861328,232.95727501758805,229.04588560251634,47070900
1,2024-10-31 00:00:00-04:00,228.83635490362704,225.4138946533203,229.325284321648,224.8750719925984,64370100
1,2024-11-01 00:00:00-04:00,220.48472918772245,222.42047119140625,224.8551151455125,219.78626950218685,65276700
1,2024-11-04 00:00:00-05:00,220.5046966292777,221.52244567871094,222.3007315284092,219.2275088130919,44944500
1,2024-11-05 00:00:00-05:00,221.31291912362707,222.95928955078125,223.45819152571042,220.65436486265338,28111300
1,2024-11-06 00:00:00-05:00,222.12113695305962,222.23089599609375,225.5735453041769,220.7042571772517,54561100
1,2024-11-07 00:00:00-05:00,224.13670611072257,226.98043823242188,227.37956894750107,224.0768403097807,42137700
1,2024-11-08 00:00:00-05:00,226.92049995960826,226.7107391357422,228.4088689967903,226.16134014604208,38328800
1,2024-11-11 00:00:00-05:00,224.7528927426808,223.98373413085938,225.45212091614073,221.25673663335022,42005600
1,2024-11-12 00:00:00-05:00,224.30339000560164,223.98373413085938,225.34224111445195,223.11469448970428,40398300
1,2024-11-13 00:00:00-05:00,223.76397540644066,224.8727569580078,226.4010754152989,222.5153482196322,48566200
1,2024-11-14 00:00:00-05:00,224.77287777547028,227.9693603515625,228.61864039722624,224.7528954725484,44923900
1,2024-11-15 00:00:00-05:00,226.15134020310103,224.7528839111328,226.67077335813082,224.023689933323,47923700
1,2024-11-18 00:00:00-05:00,225.00261496304853,227.7695770263672,229.4876892234719,224.92270099550518,44686000
1,2024-11-19 00:00:00-05:00,226.73070634208972,228.02928161621094,229.90722171238716,226.41106572007726,36211800
1,2024-11-20 00:00:00-05:00,227.80951934283004,228.7484893798828,229.67746064503265,225.64190448211673,35169600
1,2024-11-21 00:00:00-05:00,228.6286329426038,228.26902770996094,229.90722593821596,225.46211628612434,42108300
1,2024-11-22 00:00:00-05:00,227.80952873867182,229.61753845214844,230.46661102927646,227.80952873867182,38168300
1,2024-11-25 00:00:00-05:00,231.2058026888721,232.61424255371094,232.99383009111634,229.48769048234254,90152800
1,2024-11-26 00:00:00-05:00,233.07373841155265,234.8018341064453,235.31128373473052,233.07373841155265,45986200
1,2024-11-27 00:00:00-05:00,234.21249554010248,234.67198181152344,235.43115689965902,233.55321672420507,33498400
1,2024-11-29 00:00:00-05:00,234.55211454995276,237.06935119628906,237.5488197625333,233.71304074851764,28481400
1,2024-12-02 00:00:00-05:00,237.00941446483552,239.3268585205078,240.52553753151284,236.89953466637493,48137100
1,2024-12-03 00:00:00-05:00,239.54662188503684,242.3834991455078,242.49337894569658,238.6376176509325,38861000
1,2024-12-04 00:00:00-05:00,242.60325739533934,242.74310302734375,243.84190102311462,240.9850414761411,44383900
1,2024-12-05 00:00:00-05:00,243.72204013219255,242.7730712890625,244.2714238935446,241.86408229295347,40033900
1,2024-12-06 00:00:00-05:00,242.6432183998472,242.5732879638672,244.3613305629988,241.8141281502541,36870600
1,2024-12-09 00:00:00-05:00,241.56440918324205,246.47900390625,246.96847124510987,241.48449521514058,44649200
1,2024-12-10 00:00:00-05:00,246.61884065291167,247.4978790283203,247.93739821602466,245.0705399660552,36914800
1,2024-12-11 00:00:00-05:00,247.68767076725757,246.2192840576172,250.52454792031958,245.98952569372008,45205800
1,2024-12-12 00:00:00-05:00,246.61885092340057,247.68768310546875,248.46682524629017,245.41017310687806,32777500
1,2024-12-13 00:00:00-05:00,247.54782582286595,247.85748291015625,249.01619729452798,245.96955931284188,33155300
1,2024-12-16 00:00:00-05:00,247.71764416028498,250.7642822265625,251.10392039685559,247.3780059899919,51694800
1,2024-12-17 00:00:00-05:00,249.80533943156328,253.20159912109375,253.5512208135588,249.50566587259755,51356400
1,2024-12-18 00:00:00-05:00,251.88305927654196,247.77757263183594,254.0007260278641,247.46791553993853,56774100
1,2024-12-19 00:00:00-05:00,247.22817727073837,249.51565551757812,251.72323503929724,246.81862390484895,60882300
1,2024-12-20 00:00:00-05:00,247.76758181309805,254.21051025390625,254.71994465608725,245.42017186050566,147495300
1,2024-12-23 00:00:00-05:00,254.49020366493687,254.98965454101562,255.36922684225433,253.17164603591402,40858800
1,2024-12-24 00:00:00-05:00,255.2094124344067,257.91644287109375,257.92641115938613,255.0096198916901,23234700
1,2024-12-26 00:00:00-05:00,257.90642916266114,258.7355041503906,259.81433504408284,257.34704665632455,27237100
1,2024-12-27 00:00:00-05:00,257.54682582842287,255.30929565429688,258.41589596104086,252.78207543596488,42355300
1,2024-12-30 00:00:00-05:00,251.95298524244893,251.9230194091797,253.22159473829512,250.47461491371794,35557500
1,2024-12-31 00:00:00-05:00,252.16275955239965,250.1449737548828,253.00183336212825,249.15605553782555,39480700
1,2025-01-02 00:00:00-05:00,248.65660659999048,243.5821990966797,248.826433311358,241.55442975303322,55740700
1,2025-01-03 00:00:00-05:00,243.0927276611328,243.0927276611328,243.91181916074598,241.624340886356,40244100
1,2025-01-06 00:00:00-05:00,244.04168187374515,244.73092651367188,247.05836939894766,242.93290033169586,45045600
1,2025-01-07 00:00:00-05:00,242.71314361950866,241.94400024414062,245.28032844029428,241.08494412707995,40856000
1,2025-01-08 00:00:00-05:00,241.65429905026372,242.43344116210938,243.44234164075266,239.78635773622742,37628900
1,2025-01-10 00:00:00-05:00,239.7463920626497,236.58987426757812,239.8962364632009,232.74409661721964,61710900
1,2025-01-13 00:00:00-05:00,233.27352322575203,234.14256286621094,234.41227060505477,229.46771001708314,49630700
1,2025-01-14 00:00:00-05:00,234.49217517741417,233.02378845214844,235.8606656353981,232.21468051006943,39435300
1,2025-01-15 00:00:00-05:00,234.38230107288462,237.60874938964844,238.6975638581554,234.17252500331003,39832000
1,2025-01-16 00:00:00-05:00,237.089336348529,228.00930786132812,237.74859991927732,227.7795647267042,71759100
1,2025-01-17 00:00:00-05:00,231.86506609768284,229.7274169921875,232.03487756376998,228.22906438809179,68488300
1,2025-01-21 00:00:00-05:00,223.75398423747347,222.39547729492188,224.17352112887505,219.13906319002535,98070400
1,2025-01-22 00:00:00-05:00,219.54859611049605,223.58416748046875,223.87384226456615,219.54859611049605,64126500
1,2025-01-23 00:00:00-05:00,224.493183388126,223.41436767578125,226.78066167492807,222.05586069453574,60234800
1,2025-01-24 00:00:00-05:00,224.53312753788666,222.5353240966797,225.38220009721186,221.16683361690275,54697900
1,2025-01-27 00:00:00-05:00,223.77396171163917,229.6075439453125,231.89502211760887,223.73399710835045,94863400
1,2025-01-28 00:00:00-05:00,230.59647127201654,237.99832153320312,239.9262098046868,230.55650666713984,75707600
1,2025-01-29 00:00:00-05:00,233.86287156365174,239.0971221923828,239.5965730646729,233.75299176206667,45486100
1,2025-01-30 00:00:00-05:00,238.40787147181928,237.3290557861328,240.52553823889048,236.94948349745044,55658300
1,2025-01-31 00:00:00-05:00,246.91852728753366,235.74081420898438,246.91852728753366,233.18362815459494,101075100
1,2025-02-03 00:00:00-05:00,229.73741895869952,227.75958251953125,231.5753945205246,225.45212191586603,73063300
1,2025-02-04 00:00:00-05:00,227.00041910872287,232.54432678222656,232.87396618357337,226.40107197135944,45067300
1,2025-02-05 00:00:00-05:00,228.27901582634638,232.21469116210938,232.4144684638066,228.0193068583431,39620300
1,2025-02-06 00:00:00-05:00,231.0359788855247,232.9638671875,233.54323203112875,230.17692277145878,29925300
1,2025-02-07 00:00:00-05:00,232.3445476829273,227.3800048828125,233.74300400322835,227.0104008794231,39707200
1,2025-02-10 00:00:00-05:00,229.57000732421875,227.64999389648438,230.58999633789062,227.1999969482422,33115600
1,2025-02-11 00:00:00-05:00,228.1999969482422,232.6199951171875,235.22999572753906,228.1300048828125,53718400
1,2025-02-12 00:00:00-05:00,231.1999969482422,236.8699951171875,236.9600067138672,230.67999267578125,45243300
1,2025-02-13 00:00:00-05:00,236.91000366210938,241.52999877929688,242.33999633789062,235.57000732421875,53614100
1,2025-02-14 00:00:00-05:00,241.25,244.60000610351562,245.5500030517578,240.99000549316406,40896200
1,2025-02-18 00:00:00-05:00,244.14999389648438,244.47000122070312,245.17999267578125,241.83999633789062,48822500
1,2025-02-19 00:00:00-05:00,244.66000366210938,244.8699951171875,246.00999450683594,243.16000366210938,32204200
1,2025-02-20 00:00:00-05:00,244.94000244140625,245.8300018310547,246.77999877929688,244.2899932861328,32316900
1,2025-02-21 00:00:00-05:00,245.9499969482422,245.5500030517578,248.69000244140625,245.22000122070312,53197400
1,2025-02-24 00:00:00-05:00,244.92999267578125,247.10000610351562,248.86000061035156,244.4199981689453,51326400
1,2025-02-25 00:00:00-05:00,248.0,247.0399932861328,250.0,244.91000366210938,48013300
1,2025-02-26 00:00:00-05:00,244.3300018310547,240.36000061035156,244.97999572753906,239.1300048828125,44433600
1,2025-02-27 00:00:00-05:00,239.41000366210938,237.3000030517578,242.4600067138672,237.05999755859375,41153600
1,2025-02-28 00:00:00-05:00,236.9499969482422,241.83999633789062,242.08999633789062,230.1999969482422,56833400
2,2024-09-03 00:00:00-04:00,416.2405478075573,407.80438232421875,418.20267931936957,405.4040060811421,20313600
2,2024-09-04 00:00:00-04:00,404.2884945573242,407.26654052734375,409.5971891641853,402.7546379619835,15135800
